Type,SKU,Name,Published,Regular price,Sale price,Categories,Images,Short description,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Manage stock?,Stock
variable,TS-158,Balo Gấu Bông Cún Đáng Yêu,1,,,Gối bông và phụ kiện > Balo gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/Balo-cun.jpg,"Balo Gấu Bông Cún Đáng Yêu được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"Size S, Size L",1.0,1,1,
variation,TS-158-1,Balo Gấu Bông Cún Đáng Yêu - Size S,1,120000.0,105000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/Balo-cun.jpg,,TS-158,Kích thước,Size S,,1,1,50
variation,TS-158-2,Balo Gấu Bông Cún Đáng Yêu - Size L,1,190000.0,167000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/Balo-cun.jpg,,TS-158,Kích thước,Size L,,1,1,50
variable,TS-159,Balo Gấu Brown Hàn Quốc,1,,,Gối bông và phụ kiện > Balo gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/Balo-gaubrown.jpeg,"Balo Gấu Brown Hàn Quốc được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"Size S, Size L",1.0,1,1,
variation,TS-159-1,Balo Gấu Brown Hàn Quốc - Size S,1,240000.0,211000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/Balo-gaubrown.jpeg,,TS-159,Kích thước,Size S,,1,1,50
variation,TS-159-2,Balo Gấu Brown Hàn Quốc - Size L,1,310000.0,272000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/Balo-gaubrown.jpeg,,TS-159,Kích thước,Size L,,1,1,50
variable,TS-160,Gối Ôm Dài Hình Mèo Lười 1m2,1,,,Gối bông và phụ kiện > Gối ôm dài,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-meoluoi.jpg,"Gối Ôm Dài Hình Mèo Lười 1m2 được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"80cm, 1m, 1m2",1.0,1,1,
variation,TS-160-1,Gối Ôm Dài Hình Mèo Lười 1m2 - 80cm,1,350000.0,308000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-meoluoi.jpg,,TS-160,Kích thước,80cm,,1,1,50
variation,TS-160-2,Gối Ôm Dài Hình Mèo Lười 1m2 - 1m,1,420000.0,369000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-meoluoi.jpg,,TS-160,Kích thước,1m,,1,1,50
variation,TS-160-3,Gối Ôm Dài Hình Mèo Lười 1m2 - 1m2,1,490000.0,431000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-meoluoi.jpg,,TS-160,Kích thước,1m2,,1,1,50
variable,TS-161,Gối Ôm Sâu Bướm Nhiều Màu,1,,,Gối bông và phụ kiện > Gối ôm dài,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-saubuom.webp,"Gối Ôm Sâu Bướm Nhiều Màu được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"80cm, 1m, 1m2",1.0,1,1,
variation,TS-161-1,Gối Ôm Sâu Bướm Nhiều Màu - 80cm,1,390000.0,343000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-saubuom.webp,,TS-161,Kích thước,80cm,,1,1,50
variation,TS-161-2,Gối Ôm Sâu Bướm Nhiều Màu - 1m,1,460000.0,404000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-saubuom.webp,,TS-161,Kích thước,1m,,1,1,50
variation,TS-161-3,Gối Ôm Sâu Bướm Nhiều Màu - 1m2,1,530000.0,466000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-saubuom.webp,,TS-161,Kích thước,1m2,,1,1,50
variable,TS-162,Gối Ôm Cá Sấu Bụng Phệ Siêu Cấp,1,,,Gối bông và phụ kiện > Gối ôm dài,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-casau.jpg,"Gối Ôm Cá Sấu Bụng Phệ Siêu Cấp được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"80cm, 1m, 1m2",1.0,1,1,
variation,TS-162-1,Gối Ôm Cá Sấu Bụng Phệ Siêu Cấp - 80cm,1,160000.0,140000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-casau.jpg,,TS-162,Kích thước,80cm,,1,1,50
variation,TS-162-2,Gối Ôm Cá Sấu Bụng Phệ Siêu Cấp - 1m,1,230000.0,202000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-casau.jpg,,TS-162,Kích thước,1m,,1,1,50
variation,TS-162-3,Gối Ôm Cá Sấu Bụng Phệ Siêu Cấp - 1m2,1,300000.0,264000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-casau.jpg,,TS-162,Kích thước,1m2,,1,1,50
variable,TS-163,Gối Ôm Hình Trụ Thỏ Trắng,1,,,Gối bông và phụ kiện > Gối ôm dài,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-thotrang.webp,"Gối Ôm Hình Trụ Thỏ Trắng được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"80cm, 1m, 1m2",1.0,1,1,
variation,TS-163-1,Gối Ôm Hình Trụ Thỏ Trắng - 80cm,1,330000.0,290000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-thotrang.webp,,TS-163,Kích thước,80cm,,1,1,50
variation,TS-163-2,Gối Ôm Hình Trụ Thỏ Trắng - 1m,1,400000.0,352000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-thotrang.webp,,TS-163,Kích thước,1m,,1,1,50
variation,TS-163-3,Gối Ôm Hình Trụ Thỏ Trắng - 1m2,1,470000.0,413000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-thotrang.webp,,TS-163,Kích thước,1m2,,1,1,50
variable,TS-164,Gối Ôm Chó Husky Ngáo Ngơ,1,,,Gối bông và phụ kiện > Gối ôm dài,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-husky.webp,"Gối Ôm Chó Husky Ngáo Ngơ được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"80cm, 1m, 1m2",1.0,1,1,
variation,TS-164-1,Gối Ôm Chó Husky Ngáo Ngơ - 80cm,1,320000.0,281000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-husky.webp,,TS-164,Kích thước,80cm,,1,1,50
variation,TS-164-2,Gối Ôm Chó Husky Ngáo Ngơ - 1m,1,390000.0,343000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-husky.webp,,TS-164,Kích thước,1m,,1,1,50
variation,TS-164-3,Gối Ôm Chó Husky Ngáo Ngơ - 1m2,1,460000.0,404000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-husky.webp,,TS-164,Kích thước,1m2,,1,1,50
variable,TS-165,Gối Ôm Chân Mèo Hồng,1,,,Gối bông và phụ kiện > Gối ôm dài,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-chanmeo.jpg,"Gối Ôm Chân Mèo Hồng được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"80cm, 1m, 1m2",1.0,1,1,
variation,TS-165-1,Gối Ôm Chân Mèo Hồng - 80cm,1,190000.0,167000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-chanmeo.jpg,,TS-165,Kích thước,80cm,,1,1,50
variation,TS-165-2,Gối Ôm Chân Mèo Hồng - 1m,1,260000.0,228000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-chanmeo.jpg,,TS-165,Kích thước,1m,,1,1,50
variation,TS-165-3,Gối Ôm Chân Mèo Hồng - 1m2,1,330000.0,290000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-chanmeo.jpg,,TS-165,Kích thước,1m2,,1,1,50
variable,TS-166,Gối Ôm Cá Voi Xanh Mát,1,,,Gối bông và phụ kiện > Gối ôm dài,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-cavoi.webp,"Gối Ôm Cá Voi Xanh Mát được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"80cm, 1m, 1m2",1.0,1,1,
variation,TS-166-1,Gối Ôm Cá Voi Xanh Mát - 80cm,1,310000.0,272000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-cavoi.webp,,TS-166,Kích thước,80cm,,1,1,50
variation,TS-166-2,Gối Ôm Cá Voi Xanh Mát - 1m,1,380000.0,334000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-cavoi.webp,,TS-166,Kích thước,1m,,1,1,50
variation,TS-166-3,Gối Ôm Cá Voi Xanh Mát - 1m2,1,450000.0,396000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-cavoi.webp,,TS-166,Kích thước,1m2,,1,1,50
variable,TS-167,Gối Ôm Trà Sữa Trân Châu Size XL,1,,,Gối bông và phụ kiện > Gối ôm dài,hhttp://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-trasua.jpg,"Gối Ôm Trà Sữa Trân Châu Size XL được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"80cm, 1m, 1m2",1.0,1,1,
variation,TS-167-1,Gối Ôm Trà Sữa Trân Châu Size XL - 80cm,1,440000.0,387000.0,,hhttp://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-trasua.jpg,,TS-167,Kích thước,80cm,,1,1,50
variation,TS-167-2,Gối Ôm Trà Sữa Trân Châu Size XL - 1m,1,510000.0,448000.0,,hhttp://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-trasua.jpg,,TS-167,Kích thước,1m,,1,1,50
variation,TS-167-3,Gối Ôm Trà Sữa Trân Châu Size XL - 1m2,1,580000.0,510000.0,,hhttp://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-trasua.jpg,,TS-167,Kích thước,1m2,,1,1,50
variable,TS-168,Gối Ôm Gấu Brown Cao Cấp,1,,,Gối bông và phụ kiện > Gối ôm dài,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-gaunau.webp,"Gối Ôm Gấu Brown Cao Cấp được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"80cm, 1m, 1m2",1.0,1,1,
variation,TS-168-1,Gối Ôm Gấu Brown Cao Cấp - 80cm,1,310000.0,272000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-gaunau.webp,,TS-168,Kích thước,80cm,,1,1,50
variation,TS-168-2,Gối Ôm Gấu Brown Cao Cấp - 1m,1,380000.0,334000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-gaunau.webp,,TS-168,Kích thước,1m,,1,1,50
variation,TS-168-3,Gối Ôm Gấu Brown Cao Cấp - 1m2,1,450000.0,396000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-gaunau.webp,,TS-168,Kích thước,1m2,,1,1,50
variable,TS-169,Gối Ôm Cà Rốt Khổng Lồ,1,,,Gối bông và phụ kiện > Gối ôm dài,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-carot.jpg,"Gối Ôm Cà Rốt Khổng Lồ được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,"80cm, 1m, 1m2",1.0,1,1,
variation,TS-169-1,Gối Ôm Cà Rốt Khổng Lồ - 80cm,1,380000.0,334000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-carot.jpg,,TS-169,Kích thước,80cm,,1,1,50
variation,TS-169-2,Gối Ôm Cà Rốt Khổng Lồ - 1m,1,450000.0,396000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-carot.jpg,,TS-169,Kích thước,1m,,1,1,50
variation,TS-169-3,Gối Ôm Cà Rốt Khổng Lồ - 1m2,1,520000.0,457000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/goiomdai-carot.jpg,,TS-169,Kích thước,1m2,,1,1,50
variable,TS-170,Móc Khóa Capybara Rút Nước Mũi,1,,,Gối bông và phụ kiện > Móc khóa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-capyrutmui.jpg,"Móc Khóa Capybara Rút Nước Mũi được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,Mini,1.0,1,1,
variation,TS-170-1,Móc Khóa Capybara Rút Nước Mũi - Mini,1,320000.0,281000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-capyrutmui.jpg,,TS-170,Kích thước,Mini,,1,1,50
variable,TS-171,Móc Khóa Labubu Gắn Túi Xách,1,,,Gối bông và phụ kiện > Móc khóa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-labubu.webp,"Móc Khóa Labubu Gắn Túi Xách được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,Mini,1.0,1,1,
variation,TS-171-1,Móc Khóa Labubu Gắn Túi Xách - Mini,1,370000.0,325000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-labubu.webp,,TS-171,Kích thước,Mini,,1,1,50
variable,TS-172,Móc Khóa Loopy Nhỏ Xinh,1,,,Gối bông và phụ kiện > Móc khóa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-loopy.webp,"Móc Khóa Loopy Nhỏ Xinh được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,Mini,1.0,1,1,
variation,TS-172-1,Móc Khóa Loopy Nhỏ Xinh - Mini,1,300000.0,264000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-loopy.webp,,TS-172,Kích thước,Mini,,1,1,50
variable,TS-173,Móc Khóa Gấu Dâu Lotso Bóp Kêu,1,,,Gối bông và phụ kiện > Móc khóa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-gaudau.webp,"Móc Khóa Gấu Dâu Lotso Bóp Kêu được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,Mini,1.0,1,1,
variation,TS-173-1,Móc Khóa Gấu Dâu Lotso Bóp Kêu - Mini,1,200000.0,176000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-gaudau.webp,,TS-173,Kích thước,Mini,,1,1,50
variable,TS-174,Móc Khóa Mèo Hoàng Thượng Mini,1,,,Gối bông và phụ kiện > Móc khóa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-meo.jpeg,"Móc Khóa Mèo Hoàng Thượng Mini được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,Mini,1.0,1,1,
variation,TS-174-1,Móc Khóa Mèo Hoàng Thượng Mini - Mini,1,240000.0,211000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-meo.jpeg,,TS-174,Kích thước,Mini,,1,1,50
variable,TS-175,Móc Khóa Thỏ Jellycat,1,,,Gối bông và phụ kiện > Móc khóa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-jellycat.jpg,"Móc Khóa Thỏ Jellycat được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,Mini,1.0,1,1,
variation,TS-175-1,Móc Khóa Thỏ Jellycat - Mini,1,380000.0,334000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-jellycat.jpg,,TS-175,Kích thước,Mini,,1,1,50
variable,TS-176,Móc Khóa Cừu Bông Trắng,1,,,Gối bông và phụ kiện > Móc khóa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-cuubongtrang.jpg,"Móc Khóa Cừu Bông Trắng được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,Mini,1.0,1,1,
variation,TS-176-1,Móc Khóa Cừu Bông Trắng - Mini,1,360000.0,316000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-cuubongtrang.jpg,,TS-176,Kích thước,Mini,,1,1,50
variable,TS-177,Móc Khóa Chim Cánh Cụt,1,,,Gối bông và phụ kiện > Móc khóa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-chimcanhcut.jpeg,"Móc Khóa Chim Cánh Cụt được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,Mini,1.0,1,1,
variation,TS-177-1,Móc Khóa Chim Cánh Cụt - Mini,1,230000.0,202000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-chimcanhcut.jpeg,,TS-177,Kích thước,Mini,,1,1,50
variable,TS-178,Móc Khóa Gấu Trúc Panda,1,,,Gối bông và phụ kiện > Móc khóa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-gautruc.webp,"Móc Khóa Gấu Trúc Panda được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,Mini,1.0,1,1,
variation,TS-178-1,Móc Khóa Gấu Trúc Panda - Mini,1,310000.0,272000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-gautruc.webp,,TS-178,Kích thước,Mini,,1,1,50
variable,TS-179,Móc Khóa Heo Hồng Mini,1,,,Gối bông và phụ kiện > Móc khóa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-heohong.jpg,"Móc Khóa Heo Hồng Mini được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Kích thước,Mini,1.0,1,1,
variation,TS-179-1,Móc Khóa Heo Hồng Mini - Mini,1,370000.0,325000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/mk-heohong.jpg,,TS-179,Kích thước,Mini,,1,1,50
variable,TS-180,Bó Hoa Gấu Loopy Tone Trắng Xanh,1,,,Bộ quà tặng > Bó hoa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-loopytrangxanh.webp,"Bó Hoa Gấu Loopy Tone Trắng Xanh được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-180-1,Bó Hoa Gấu Loopy Tone Trắng Xanh - Tiêu chuẩn,1,120000.0,105000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-loopytrangxanh.webp,,TS-180,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-180-2,Bó Hoa Gấu Loopy Tone Trắng Xanh - Cao cấp,1,190000.0,167000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-loopytrangxanh.webp,,TS-180,Phiên bản,Cao cấp,,1,1,50
variable,TS-181,Bó Hoa Kuromi Tím Mộng Mơ,1,,,Bộ quà tặng > Bó hoa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-kuromi.jpg,"Bó Hoa Kuromi Tím Mộng Mơ được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-181-1,Bó Hoa Kuromi Tím Mộng Mơ - Tiêu chuẩn,1,310000.0,272000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-kuromi.jpg,,TS-181,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-181-2,Bó Hoa Kuromi Tím Mộng Mơ - Cao cấp,1,380000.0,334000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-kuromi.jpg,,TS-181,Phiên bản,Cao cấp,,1,1,50
variable,TS-182,Bó Hoa Gấu Dâu Lotso Thơm Lừng,1,,,Bộ quà tặng > Bó hoa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-gaudau.jpg,"Bó Hoa Gấu Dâu Lotso Thơm Lừng được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-182-1,Bó Hoa Gấu Dâu Lotso Thơm Lừng - Tiêu chuẩn,1,300000.0,264000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-gaudau.jpg,,TS-182,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-182-2,Bó Hoa Gấu Dâu Lotso Thơm Lừng - Cao cấp,1,370000.0,325000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-gaudau.jpg,,TS-182,Phiên bản,Cao cấp,,1,1,50
variable,TS-183,Bó Hoa Doraemon Xanh Hy Vọng,1,,,Bộ quà tặng > Bó hoa gấu bông,hhttp://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-doraemon.webp,"Bó Hoa Doraemon Xanh Hy Vọng được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-183-1,Bó Hoa Doraemon Xanh Hy Vọng - Tiêu chuẩn,1,250000.0,220000.0,,hhttp://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-doraemon.webp,,TS-183,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-183-2,Bó Hoa Doraemon Xanh Hy Vọng - Cao cấp,1,320000.0,281000.0,,hhttp://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-doraemon.webp,,TS-183,Phiên bản,Cao cấp,,1,1,50
variable,TS-184,Bó Hoa Thỏ Con Tình Yêu,1,,,Bộ quà tặng > Bó hoa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-thocon.webp,"Bó Hoa Thỏ Con Tình Yêu được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-184-1,Bó Hoa Thỏ Con Tình Yêu - Tiêu chuẩn,1,390000.0,343000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-thocon.webp,,TS-184,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-184-2,Bó Hoa Thỏ Con Tình Yêu - Cao cấp,1,460000.0,404000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-thocon.webp,,TS-184,Phiên bản,Cao cấp,,1,1,50
variable,TS-185,Bó Hoa Gấu Tốt Nghiệp Cao Cấp,1,,,Bộ quà tặng > Bó hoa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-gautotnghiep.jpg,"Bó Hoa Gấu Tốt Nghiệp Cao Cấp được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-185-1,Bó Hoa Gấu Tốt Nghiệp Cao Cấp - Tiêu chuẩn,1,320000.0,281000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-gautotnghiep.jpg,,TS-185,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-185-2,Bó Hoa Gấu Tốt Nghiệp Cao Cấp - Cao cấp,1,390000.0,343000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-gautotnghiep.jpg,,TS-185,Phiên bản,Cao cấp,,1,1,50
variable,TS-186,Bó Hoa Mix Nhiều Thú Mini,1,,,Bộ quà tặng > Bó hoa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-mix.jpg,"Bó Hoa Mix Nhiều Thú Mini được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-186-1,Bó Hoa Mix Nhiều Thú Mini - Tiêu chuẩn,1,410000.0,360000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-mix.jpg,,TS-186,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-186-2,Bó Hoa Mix Nhiều Thú Mini - Cao cấp,1,480000.0,422000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-mix.jpg,,TS-186,Phiên bản,Cao cấp,,1,1,50
variable,TS-187,Bó Hoa Corgi Ngộ Nghĩnh,1,,,Bộ quà tặng > Bó hoa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-corgi.jpg,"Bó Hoa Corgi Ngộ Nghĩnh được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
